word,songsNames
nhiệm,./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt
lìa,"./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Tìm Lại Bầu Trời - Tuấn Hưng.txt"
ngón,./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt
rong,./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt
dreams,"./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Perfect - Ed Sheeran.txt"
chim,./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt
hững,./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt
babe,"./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt"
vồng,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt"
đều,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt"
khuya,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt"
thiên,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
chiếc,./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt
đếm,./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt
thần,./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt
khuyết,./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt
đắng,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
trải,"./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
dĩ,./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt
ý,"./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
chấp,./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt
khổ,./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt
dấu,"./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt"
chốn,"./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
vãng,./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt
vẹn,"./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt"
thà,./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt
hoàng,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt"
sắp,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
trống,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Độc Thoại - Tuấn Hưng.txt"
sự,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt"
gần,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Vì Tôi Còn Sống - Tiên Tiên_Touliver.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
thay,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
da,./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt
diết,./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt
thúc,./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt
bản,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
đất,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
chớp,./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt
dừng,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
xong,"./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
can’t,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt"
muộn,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/If - Vũ Cát Tường.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
phường,./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt
ly,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Độc Thoại - Tuấn Hưng.txt"
why,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
cảm,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Yêu Xa - Vũ Cát Tường.txt, ./data/lyrics/Yêu Xa - Vũ Cát Tường.txt"
sinh,./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt
xúc,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt"
tuy,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt"
bởi,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
ngắm,"./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt"
chances,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
bloody,./data/lyrics/exile - Taylor Swift.txt
crown,./data/lyrics/exile - Taylor Swift.txt
door,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
times,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
homeland,./data/lyrics/exile - Taylor Swift.txt
defending,./data/lyrics/exile - Taylor Swift.txt
always,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt"
hear,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt"
side,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
minutes,./data/lyrics/exile - Taylor Swift.txt
walked,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt"
anymore,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
those,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
honey,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
film,./data/lyrics/exile - Taylor Swift.txt
standing,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Love Story - Taylor Swift.txt"
jokes,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Lover - Taylor Swift.txt"
hall,./data/lyrics/exile - Taylor Swift.txt
his,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
leaving,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/the 1 - Taylor Swift.txt"
learned,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
took,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
gave,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt"
problem,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt"
hes,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
signs,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt"
town,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt"
understudy,./data/lyrics/exile - Taylor Swift.txt
offending,./data/lyrics/exile - Taylor Swift.txt
hundredth,./data/lyrics/exile - Taylor Swift.txt
breaking,./data/lyrics/exile - Taylor Swift.txt
many,./data/lyrics/exile - Taylor Swift.txt
pack,./data/lyrics/exile - Taylor Swift.txt
body,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
warning,./data/lyrics/exile - Taylor Swift.txt
third,./data/lyrics/exile - Taylor Swift.txt
turned,./data/lyrics/exile - Taylor Swift.txt
balancin,./data/lyrics/exile - Taylor Swift.txt
seen,./data/lyrics/exile - Taylor Swift.txt
laughin,./data/lyrics/exile - Taylor Swift.txt
injury,./data/lyrics/exile - Taylor Swift.txt
holdin,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
sign,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
amount,./data/lyrics/exile - Taylor Swift.txt
seein,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt"
insult,./data/lyrics/exile - Taylor Swift.txt
knuckles,./data/lyrics/exile - Taylor Swift.txt
thin,./data/lyrics/exile - Taylor Swift.txt
very,./data/lyrics/exile - Taylor Swift.txt
am,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
us,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt"
add,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt"
five,./data/lyrics/exile - Taylor Swift.txt
branches,./data/lyrics/exile - Taylor Swift.txt
before,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
couldnt,./data/lyrics/exile - Taylor Swift.txt
whole,./data/lyrics/exile - Taylor Swift.txt
starin,./data/lyrics/exile - Taylor Swift.txt
exile,./data/lyrics/exile - Taylor Swift.txt
step,"./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
swear,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt"
while,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/One Call Away - Charlie Puth.txt"
band,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/ME! - Taylor Swift.txt"
our,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
gaelic,./data/lyrics/Galway Girl - Ed Sheeran.txt
stool,./data/lyrics/Galway Girl - Ed Sheeran.txt
feet,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
mean,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
jamie,./data/lyrics/Galway Girl - Ed Sheeran.txt
drink,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt"
outstayed,./data/lyrics/Galway Girl - Ed Sheeran.txt
johnny,./data/lyrics/Galway Girl - Ed Sheeran.txt
brother,./data/lyrics/Galway Girl - Ed Sheeran.txt
jack,./data/lyrics/Galway Girl - Ed Sheeran.txt
after,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
fiddle,./data/lyrics/Galway Girl - Ed Sheeran.txt
dancing,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt"
kissed,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt"
fun,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
irish,./data/lyrics/Galway Girl - Ed Sheeran.txt
little,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt"
holding,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
orders,./data/lyrics/Galway Girl - Ed Sheeran.txt
céili,./data/lyrics/Galway Girl - Ed Sheeran.txt
packed,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt"
guitar,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Lover - Taylor Swift.txt"
grafton,./data/lyrics/Galway Girl - Ed Sheeran.txt
voice,./data/lyrics/Galway Girl - Ed Sheeran.txt
asked,./data/lyrics/Galway Girl - Ed Sheeran.txt
ink,./data/lyrics/Galway Girl - Ed Sheeran.txt
finish,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt"
darts,./data/lyrics/Galway Girl - Ed Sheeran.txt
played,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/The Man - Taylor Swift.txt"
doritos,./data/lyrics/Galway Girl - Ed Sheeran.txt
street,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
else,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
ever,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt"
whisky,./data/lyrics/Galway Girl - Ed Sheeran.txt
another,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/the 1 - Taylor Swift.txt"
bottle,"./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
